username,tweet_text_element
Advaid അദ്വൈത്,"Here are some crazy stats from Swiggy:

India ordered 2.5 biryanis per second in 2023. For every 5.5 chicken biryanis, there was 01 veg biryani ordered. A swiggy user from Hyderabad ordered 1,633 biryanis this year (04 biryanis a day).

“India is a vegetarian country” is a myth."
NDTV Profit,"Useless #swiggy after wasting my 2hours delivery boy eat the food  and representative want to give me beg of token ₹40 which is totally useless 
@Swiggy
 @SwiggyCares
 do you have any answer for this? I was hoping I will eat my food inthis time where I can get the food #bycotswiggy"
Emma,"You need to remove your hijab, clean bath, clean your brain to understand how much percentage of Indians are using Swiggy

@Dr_Syyeda"
Saurabh Singh Makrahi,My father being one of them...he's addicted to Hyderabadi Dum Biryani by Biryani By Kilo...every single time he orders anything from Swiggy...no deviation..
~Rajaguru M,"Hi 
@Thalappakatti
 I have ordered Thalappakatti XL Chicken  Biryani on 
@Swiggy
 . I got 2small chicken pieces only in  that biriyani and also  while chewing the biriyani rice I got lot of soil particles also.Worst experience I had ever 
@Thalappakatti
 @Swiggy
 @SwiggyCares"
Kia India,"Here are some crazy stats from Swiggy:

India ordered 2.5 biryanis per second in 2023. For every 5.5 chicken biryanis, there was 01 veg biryani ordered. A swiggy user from Hyderabad ordered 1,633 biryanis this year (04 biryanis a day).

“India is a vegetarian country” is a myth."
Aryan Vaish,"Why the heck 
@Swiggy
 is not in Pakistan   Love their social media handles "
The New Indian Express,"Why the heck 
@Swiggy
 is not in Pakistan   Love their social media handles "
Gaurav,"Useless #swiggy after wasting my 2hours delivery boy eat the food  and representative want to give me beg of token ₹40 which is totally useless 
@Swiggy
 @SwiggyCares
 do you have any answer for this? I was hoping I will eat my food inthis time where I can get the food #bycotswiggy"
bruhhhmode,"Generally Swiggy, Zomato etc buy food from local restaurants and sell to the customers.
Imagine how much they are profiting without creating organized employments and just by paying Rs 4K to 5K per month to gig workers. Also fuel charges aren't paid to them."
Prashanth,"According to This Chwetia, 140 cr People Order form Swiggy"
Shilpa Anand,"Generally Swiggy, Zomato etc buy food from local restaurants and sell to the customers.
Imagine how much they are profiting without creating organized employments and just by paying Rs 4K to 5K per month to gig workers. Also fuel charges aren't paid to them."
Tej Reddy,"Useless #swiggy after wasting my 2hours delivery boy eat the food  and representative want to give me beg of token ₹40 which is totally useless 
@Swiggy
 @SwiggyCares
 do you have any answer for this? I was hoping I will eat my food inthis time where I can get the food #bycotswiggy"
Siddu ,"Hi 
@Thalappakatti
 I have ordered Thalappakatti XL Chicken  Biryani on 
@Swiggy
 . I got 2small chicken pieces only in  that biriyani and also  while chewing the biriyani rice I got lot of soil particles also.Worst experience I had ever 
@Thalappakatti
 @Swiggy
 @SwiggyCares"
Proud भारतीय,"According to This Chwetia, 140 cr People Order form Swiggy"
উত্তর পূর্ব পাহাড়ের রানী (মোদী কা পরিবার),"You need to remove your hijab, clean bath, clean your brain to understand how much percentage of Indians are using Swiggy

@Dr_Syyeda"
F@iSaL,"You need to remove your hijab, clean bath, clean your brain to understand how much percentage of Indians are using Swiggy

@Dr_Syyeda"
The New Indian Express,"Generally Swiggy, Zomato etc buy food from local restaurants and sell to the customers.
Imagine how much they are profiting without creating organized employments and just by paying Rs 4K to 5K per month to gig workers. Also fuel charges aren't paid to them."
Advaid അദ്വൈത്,do you know about Swiggy's customer base? they shared rough data about biryani. that doesn't mean every person eats that. and yes India is a vegetarian country until and unless some C-type people enter India and ruin its image.
Magnus the Red,"Generally Swiggy, Zomato etc buy food from local restaurants and sell to the customers.
Imagine how much they are profiting without creating organized employments and just by paying Rs 4K to 5K per month to gig workers. Also fuel charges aren't paid to them."
NDTV,"Hi 
@Thalappakatti
 I have ordered Thalappakatti XL Chicken  Biryani on 
@Swiggy
 . I got 2small chicken pieces only in  that biriyani and also  while chewing the biriyani rice I got lot of soil particles also.Worst experience I had ever 
@Thalappakatti
 @Swiggy
 @SwiggyCares"
Shamanth,do you know about Swiggy's customer base? they shared rough data about biryani. that doesn't mean every person eats that. and yes India is a vegetarian country until and unless some C-type people enter India and ruin its image.
संघी Sh!FU,"According to This Chwetia, 140 cr People Order form Swiggy"
Rajendra Kalwar,"You need to remove your hijab, clean bath, clean your brain to understand how much percentage of Indians are using Swiggy

@Dr_Syyeda"
Comrade Debasish,"Why the heck 
@Swiggy
 is not in Pakistan   Love their social media handles "
Suman Das,"Hi 
@Thalappakatti
 I have ordered Thalappakatti XL Chicken  Biryani on 
@Swiggy
 . I got 2small chicken pieces only in  that biriyani and also  while chewing the biriyani rice I got lot of soil particles also.Worst experience I had ever 
@Thalappakatti
 @Swiggy
 @SwiggyCares"
Alok Verma ( Modi ka Parivar ),"According to This Chwetia, 140 cr People Order form Swiggy"
Advaid അദ്വൈത്,My father being one of them...he's addicted to Hyderabadi Dum Biryani by Biryani By Kilo...every single time he orders anything from Swiggy...no deviation..
pankaj bansal,"Generally Swiggy, Zomato etc buy food from local restaurants and sell to the customers.
Imagine how much they are profiting without creating organized employments and just by paying Rs 4K to 5K per month to gig workers. Also fuel charges aren't paid to them."
šķw♤,"According to This Chwetia, 140 cr People Order form Swiggy"
Shamanth,My father being one of them...he's addicted to Hyderabadi Dum Biryani by Biryani By Kilo...every single time he orders anything from Swiggy...no deviation..
Urban Online Offers,do you know about Swiggy's customer base? they shared rough data about biryani. that doesn't mean every person eats that. and yes India is a vegetarian country until and unless some C-type people enter India and ruin its image.
Monu Raikwar,do you know about Swiggy's customer base? they shared rough data about biryani. that doesn't mean every person eats that. and yes India is a vegetarian country until and unless some C-type people enter India and ruin its image.
TIMES NOW,"Here are some crazy stats from Swiggy:

India ordered 2.5 biryanis per second in 2023. For every 5.5 chicken biryanis, there was 01 veg biryani ordered. A swiggy user from Hyderabad ordered 1,633 biryanis this year (04 biryanis a day).

“India is a vegetarian country” is a myth."
Ananda Sangeetam,"Why the heck 
@Swiggy
 is not in Pakistan   Love their social media handles "
Shivam Sourav Jha,"According to This Chwetia, 140 cr People Order form Swiggy"
