username,tweet_text_element
Hana Mohsin Khan | هناء,"Yep, Play Integrity replaced SafetyNet I’m pretty sure"
buffering: Kritika | writing/editing/living,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
ET NOW,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
Arpit Bhai,i understand something like this for a banking app but for a food ordering app? it is not that serious
Isha Gupta,"Rabbit r1 seems like the next big thing after iPhone.

But, how will it solve complex workflows like ordering food on Swiggy.

Have to wait and see"
siddharth b,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
The Secular Indian,i understand something like this for a banking app but for a food ordering app? it is not that serious
Chatur,i understand something like this for a banking app but for a food ordering app? it is not that serious
kevin,"Got 2 new cards  
@credit_cruze
 @AmazingCreditC
 

Got the Swiggy offer of 1K in Swiggy Money, so technically 2yrs free.

Got ICICI LTF too."
geejeyyy,"The Delivery man wears a Swiggy, uniform and carries a Zomato bag.

The Importance Of Branding A Look At #Swiggy, #Zomato Uniform Policy ?

Is It Compulsory To Wear a Swiggy,  Zomato Shirt ?"
🅳🆁,"Rabbit r1 seems like the next big thing after iPhone.

But, how will it solve complex workflows like ordering food on Swiggy.

Have to wait and see"
MyPMmypride Vamban5,i understand something like this for a banking app but for a food ordering app? it is not that serious
Shri Kai Havertz,"Yep, Play Integrity replaced SafetyNet I’m pretty sure"
Shreyas Deshmukh,"Got 2 new cards  
@credit_cruze
 @AmazingCreditC
 

Got the Swiggy offer of 1K in Swiggy Money, so technically 2yrs free.

Got ICICI LTF too."
Srishti Gupta,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
Pratim,i understand something like this for a banking app but for a food ordering app? it is not that serious
Hana Mohsin Khan | هناء,"Randomly saw them on swiggy inn while surfing through. Thought will try once, remembering the rush in their outlets 2 years back. 

Disappointing ayrnnu. Rice was fluffy though. 

Need to try the Afghani chicken."
Harish A Krishnan,"Yep, Play Integrity replaced SafetyNet I’m pretty sure"
Arjun Koroth,"Yep, Play Integrity replaced SafetyNet I’m pretty sure"
geejeyyy,"Crazy how Swiggy tried to sneak in a subscription of its ""one"" loyalty program into my shopping cart. 
Adding to the Rogues Gallery of ""Sneak into Basket"" dark pattern. https://old.deceptive.design/sneak_into_basket/…"
ka_nu_kii,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
Asma Khan,"Got 2 new cards  
@credit_cruze
 @AmazingCreditC
 

Got the Swiggy offer of 1K in Swiggy Money, so technically 2yrs free.

Got ICICI LTF too."
Casper,i understand something like this for a banking app but for a food ordering app? it is not that serious
Nebula,i understand something like this for a banking app but for a food ordering app? it is not that serious
Harish A Krishnan,i understand something like this for a banking app but for a food ordering app? it is not that serious
Arjun Koroth,i understand something like this for a banking app but for a food ordering app? it is not that serious
Shephalika Gokhale,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
kevin,"Rabbit r1 seems like the next big thing after iPhone.

But, how will it solve complex workflows like ordering food on Swiggy.

Have to wait and see"
Madhu Menon,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
EBIT-DAD,"Got 2 new cards  
@credit_cruze
 @AmazingCreditC
 

Got the Swiggy offer of 1K in Swiggy Money, so technically 2yrs free.

Got ICICI LTF too."
Karthik,"Got 2 new cards  
@credit_cruze
 @AmazingCreditC
 

Got the Swiggy offer of 1K in Swiggy Money, so technically 2yrs free.

Got ICICI LTF too."
Swiggy,"Crazy how Swiggy tried to sneak in a subscription of its ""one"" loyalty program into my shopping cart. 
Adding to the Rogues Gallery of ""Sneak into Basket"" dark pattern. https://old.deceptive.design/sneak_into_basket/…"
Arpit Bhai,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
Shri Kai Havertz,"Randomly saw them on swiggy inn while surfing through. Thought will try once, remembering the rush in their outlets 2 years back. 

Disappointing ayrnnu. Rice was fluffy though. 

Need to try the Afghani chicken."
syncoping,"Got 2 new cards  
@credit_cruze
 @AmazingCreditC
 

Got the Swiggy offer of 1K in Swiggy Money, so technically 2yrs free.

Got ICICI LTF too."
Harish A Krishnan,"Randomly saw them on swiggy inn while surfing through. Thought will try once, remembering the rush in their outlets 2 years back. 

Disappointing ayrnnu. Rice was fluffy though. 

Need to try the Afghani chicken."
Arjun Koroth,"Randomly saw them on swiggy inn while surfing through. Thought will try once, remembering the rush in their outlets 2 years back. 

Disappointing ayrnnu. Rice was fluffy though. 

Need to try the Afghani chicken."
Moneycontrol,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
Rajan Mittal,"Rabbit r1 seems like the next big thing after iPhone.

But, how will it solve complex workflows like ordering food on Swiggy.

Have to wait and see"
Aarindam Majumdar,"Rabbit r1 seems like the next big thing after iPhone.

But, how will it solve complex workflows like ordering food on Swiggy.

Have to wait and see"
Asma Khan,"Rabbit r1 seems like the next big thing after iPhone.

But, how will it solve complex workflows like ordering food on Swiggy.

Have to wait and see"
Divvay,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
Bangalore SRE meetup,"Crazy how Swiggy tried to sneak in a subscription of its ""one"" loyalty program into my shopping cart. 
Adding to the Rogues Gallery of ""Sneak into Basket"" dark pattern. https://old.deceptive.design/sneak_into_basket/…"
Free Deals India,"Don't Miss this Lifetime Free Credit Card with Amazing Benefits.

AU Altura Credit Card
- Zero Fees
- 10% Instant Discount on Flipkart, Myntra, Blinkit, Swiggy Instamart
- 15% discount on Tata CLiQ
- 2% Cashback on all retail spends
- Free Lounge Access

https://bitli.in/vnuAFbr"
Neha Chaudhari,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
Swiggy,"The Delivery man wears a Swiggy, uniform and carries a Zomato bag.

The Importance Of Branding A Look At #Swiggy, #Zomato Uniform Policy ?

Is It Compulsory To Wear a Swiggy,  Zomato Shirt ?"
Vivek Ray,"Yep, Play Integrity replaced SafetyNet I’m pretty sure"
yMedia,i understand something like this for a banking app but for a food ordering app? it is not that serious
EBIT-DAD,"Rabbit r1 seems like the next big thing after iPhone.

But, how will it solve complex workflows like ordering food on Swiggy.

Have to wait and see"
Karthik,"Rabbit r1 seems like the next big thing after iPhone.

But, how will it solve complex workflows like ordering food on Swiggy.

Have to wait and see"
Ketharaman Swaminathan,"The Delivery man wears a Swiggy, uniform and carries a Zomato bag.

The Importance Of Branding A Look At #Swiggy, #Zomato Uniform Policy ?

Is It Compulsory To Wear a Swiggy,  Zomato Shirt ?"
sushmith sreeram,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
@rakeshfilm (Rakesh Sharma),"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
Vivek Ray,i understand something like this for a banking app but for a food ordering app? it is not that serious
Hana Mohsin Khan | هناء,"Crazy how Swiggy tried to sneak in a subscription of its ""one"" loyalty program into my shopping cart. 
Adding to the Rogues Gallery of ""Sneak into Basket"" dark pattern. https://old.deceptive.design/sneak_into_basket/…"
Yash Pawar,"Crazy how Swiggy tried to sneak in a subscription of its ""one"" loyalty program into my shopping cart. 
Adding to the Rogues Gallery of ""Sneak into Basket"" dark pattern. https://old.deceptive.design/sneak_into_basket/…"
paytondev,"It’s been more than 40 hours and I’ve not received resolution from your end 
@Swiggy
 @SwiggyCares
 I thought you cared about your customers’ grievances, but clearly not!"
siddharth b,i understand something like this for a banking app but for a food ordering app? it is not that serious
