username,tweet_text_element
Uptown Girl,You can't have your ₹28.57 cake and eat it too!
Aryan,"Nowadays new cheating started by restaurants in online orders Example:if you order 2 biriyani but you received only 1 so after if you escalate the matter to online delivery portal so they simply said ""we unable to refund so you can rate the restaurant""- 1/2 
@Swiggy
 @SwiggyCares
 ."
mukeshmarda,"At least start walking.
At least start eating eggs.
At least start sleeping at 11 pm
At least start drinking 2 lit water.
At least delete zomato and swiggy.
At least start monitoring screen time .

At least? 

For the sake of your and children’s future.

Good-night."
Aravind Raj Purohit,What’s wrong with this? You are literally ordering an item not even worth 30/-! It takes a lot from a company to deliver one. Either get your lazy ass out of the house and get it in 30 by yourself or pay as directed. You can’t have both in one place.
abhay ( Modi ka parivaar ),You can't have your ₹28.57 cake and eat it too!
Dr SHRADDHEY KATIYAR,"At least start walking.
At least start eating eggs.
At least start sleeping at 11 pm
At least start drinking 2 lit water.
At least delete zomato and swiggy.
At least start monitoring screen time .

At least? 

For the sake of your and children’s future.

Good-night."
ETtech,"Alternative started against uber/ola- Not functional now
Alternative for blink/swiggy via supplyco- Not available
bevco- is it working?
Krail-??
E-Auto-??? How is the import to Nepal going on..

People really need to ask questions abt this misspending"
Dipti,"They have a full and half plate option. Go for the single bhatura half place or split a full among two people. It’s like a darshani in blore, no seating, only standing and eating or takeout. They are big on Swiggy and Zomato."
The Quint,What’s wrong with this? You are literally ordering an item not even worth 30/-! It takes a lot from a company to deliver one. Either get your lazy ass out of the house and get it in 30 by yourself or pay as directed. You can’t have both in one place.
Shubham Anand,"@zomato
 If 
@Swiggy
  fails to vote, will order dinner from Zomato. 
#Homies"
Kaushik KR,What’s wrong with this? You are literally ordering an item not even worth 30/-! It takes a lot from a company to deliver one. Either get your lazy ass out of the house and get it in 30 by yourself or pay as directed. You can’t have both in one place.
Krishna (Modiji ka parivar),"Alternative started against uber/ola- Not functional now
Alternative for blink/swiggy via supplyco- Not available
bevco- is it working?
Krail-??
E-Auto-??? How is the import to Nepal going on..

People really need to ask questions abt this misspending"
Sunita Sayammagaru,What’s wrong with this? You are literally ordering an item not even worth 30/-! It takes a lot from a company to deliver one. Either get your lazy ass out of the house and get it in 30 by yourself or pay as directed. You can’t have both in one place.
