username,tweet_text_element
Jaydub,"MS should license Xbox OS the same way they do Windows so anyone can make Xbox hardware

We should have a Series Pro and Series S handheld by now tbh

There are 5? really good, high end Windows gaming handhelds.. but only 2 low to mid Xbox consoles on the market"
OmegaPro,"ICYMI

Tomorrow's Xbox Developer_Direct is around 48min long.

(Last year's Developer_Direct was 44min long)

https://youtu.be/ELFSdlFmDNI?si=4DwY8ATSmiZ4Qysz…"
pimp daddy (ryan),"MS should license Xbox OS the same way they do Windows so anyone can make Xbox hardware

We should have a Series Pro and Series S handheld by now tbh

There are 5? really good, high end Windows gaming handhelds.. but only 2 low to mid Xbox consoles on the market"
MinnMax,"I fail to see this point as Xbox is notorious for giving it's developers freedom even sometimes to the detriment of the game. Eg. Redfall, where Xbox just let Bethesda handle it without bothering to step in early enough."
Treachery in Beatdown City Ultra Remix OUT NOW!,I found where Xbox preds are born
Alex Arnold,"STARFIELD IS SUSTAINABLE, MORE XBOX EXCLUSIVE IN THE WORK AND SO MUCH MORE! (EPISODE 96)"
THE RED DRAGON,"ICYMI

Tomorrow's Xbox Developer_Direct is around 48min long.

(Last year's Developer_Direct was 44min long)

https://youtu.be/ELFSdlFmDNI?si=4DwY8ATSmiZ4Qysz…"
"HazzadorGamin, Dragon of Dojima","STARFIELD IS SUSTAINABLE, MORE XBOX EXCLUSIVE IN THE WORK AND SO MUCH MORE! (EPISODE 96)"
Xbox_Serious_X|S,I don’t know why I didn’t try this sooner. Xbox/GCC amalgamation feels great and hits gate perfectly. Only 0.7 mm taller than OEM on top of that!
President Dawg’s First Lady Neva,"ICYMI

Tomorrow's Xbox Developer_Direct is around 48min long.

(Last year's Developer_Direct was 44min long)

https://youtu.be/ELFSdlFmDNI?si=4DwY8ATSmiZ4Qysz…"
Jhous10,"STARFIELD IS SUSTAINABLE, MORE XBOX EXCLUSIVE IN THE WORK AND SO MUCH MORE! (EPISODE 96)"
OnlyGoodGames™,"Xbots' hero Tom Warren tells them when you put all the evidence together, it becomes clear what is going to happen with Xbox. 

He tries to console them by saying ""Select Xbox games"". 

Except, we know this is merely a temporary, comforting response. "
