username,tweet_text_element
Lt. Cameron-088,"Fun fact! Only 2.4% of Xbox players beat HiFi Rush on Easy mode. To the surprise of no one these games are not doing well & therefore must come to real platforms where people actually buy their games. 

In other news, you need oxygen to breathe & gravity is real too! Wow!"
Adam,Xbox needs more exclusives and needs to reaffirm its commitment to make more exclusives
Jonathan Hart Ellis,"As usual, it's part of the news/content cycle, because there's no news this month so time to pull out the good old 'Xbox going third-party' gold mine because it attracts all the clicks, attention and outrage"
Puertorock77,"Fun fact! Only 2.4% of Xbox players beat HiFi Rush on Easy mode. To the surprise of no one these games are not doing well & therefore must come to real platforms where people actually buy their games. 

In other news, you need oxygen to breathe & gravity is real too! Wow!"
Gavin Dickerson,"""You get to make more money short term"" is at the core of MSFT thinking

But MSFT want to make ""More money LONG term""

It's the main reason they have moved from just loss leading consoles into PC, Cloud and mobile 

Xbox might care about gamers, but MSFT cares about money more"
Evil-MC,Xbox needs more exclusives and needs to reaffirm its commitment to make more exclusives
consumeprogeny,"I will never understand why Xbox doesn’t just print on demand if they don’t want to make large-production runs or why the cap for physicals for indies at ID@Xbox is 10K which is why most games pass. 
It’s just a weird self-made issue for no reason."
Endymion,"wow wow wow wow wow wowzers

The #Xbox    first party #CallofDuty    continues to humiliate the dying #PlayStation5 first party #Destiny2 on all platforms. 

My insider source told me that #PlayStation regrets buying #Bungie, and it is one of the reasons he was laid off.

I…"
Gabriel,Xbox needs more exclusives and needs to reaffirm its commitment to make more exclusives
Solidevolution,"""You get to make more money short term"" is at the core of MSFT thinking

But MSFT want to make ""More money LONG term""

It's the main reason they have moved from just loss leading consoles into PC, Cloud and mobile 

Xbox might care about gamers, but MSFT cares about money more"
The Post God,"Fun fact! Only 2.4% of Xbox players beat HiFi Rush on Easy mode. To the surprise of no one these games are not doing well & therefore must come to real platforms where people actually buy their games. 

In other news, you need oxygen to breathe & gravity is real too! Wow!"
CallSignAlfa,Xbox needs more exclusives and needs to reaffirm its commitment to make more exclusives
Nathan | GTA VI Info,"attention!! modders are in GTA online sessions on PS4, I don't know if
There are modders on Xbox One but there are on PS4, I recommend that if you see a modder in your session, leave immediately!"
