username,tweet_text_element
TonyTKN,"Opening my Xbox Series X was such an exciting experience.

Opening my PS5? Not so much "
420dad.eth,"PS5 outsells Xbox Series X|S 3-to-1 in 2023, new data reveals 

See more: https://ign.com/articles/ps5-has-outsold-xbox-series-x-and-s-3-to-1-in-2023-new-data-reveals#…"
Sarah Curtis,"Mortal Kombat 1 (PS5, Xbox, Switch) is $49.99 at Best Buy https://zdcs.link/27JeY"
Ash,"Opening my Xbox Series X was such an exciting experience.

Opening my PS5? Not so much "
QuillBot,I think a lot of people are getting this for Christmas. Better than socks. Not as good as an Xbox. Please share photos if you get the UD Arena book in your stocking or under your tree.
KDQ | MCF WR3CK @ Choya Cup,"PS5 outsells Xbox Series X|S 3-to-1 in 2023, new data reveals 

See more: https://ign.com/articles/ps5-has-outsold-xbox-series-x-and-s-3-to-1-in-2023-new-data-reveals#…"
Kripliss,"PS5 outsells Xbox Series X|S 3-to-1 in 2023, new data reveals 

See more: https://ign.com/articles/ps5-has-outsold-xbox-series-x-and-s-3-to-1-in-2023-new-data-reveals#…"
IGN Deals,"Mortal Kombat 1 (PS5, Xbox, Switch) is $49.99 at Best Buy https://zdcs.link/27JeY"
David Jablonski,I think a lot of people are getting this for Christmas. Better than socks. Not as good as an Xbox. Please share photos if you get the UD Arena book in your stocking or under your tree.
Xbox,"Opening my Xbox Series X was such an exciting experience.

Opening my PS5? Not so much "
Fextralife,"Opening my Xbox Series X was such an exciting experience.

Opening my PS5? Not so much "
Tweet Turismo - Virtual Photography,"Xbox one dupe

Female
Level 7981
Kd~-21474737.0
Almost max status
Fast run
7.4 billion
Modded fits
Halloween face paints

Male
656
Kd~-21474737.0
Max status
Fast run
7.4 billion
Modded fits 
Halloween face paints

25$ a copy"
Metro,"Mortal Kombat 1 (PS5, Xbox, Switch) is $49.99 at Best Buy https://zdcs.link/27JeY"
Mr. Clutch,"Mortal Kombat 1 (PS5, Xbox, Switch) is $49.99 at Best Buy https://zdcs.link/27JeY"
Katelyn Gadd,I think a lot of people are getting this for Christmas. Better than socks. Not as good as an Xbox. Please share photos if you get the UD Arena book in your stocking or under your tree.
angelina ✧ ﾟ.,"Have You Ever Heard of ""Chaos;Head Noah"" for #Xbox360 !?
_____________________________
#Xbox360Collection #Xbox #ChaosHead"
Mr_Taxi,"Xbox one dupe

Female
Level 7981
Kd~-21474737.0
Almost max status
Fast run
7.4 billion
Modded fits
Halloween face paints

Male
656
Kd~-21474737.0
Max status
Fast run
7.4 billion
Modded fits 
Halloween face paints

25$ a copy"
Jaydub,I think a lot of people are getting this for Christmas. Better than socks. Not as good as an Xbox. Please share photos if you get the UD Arena book in your stocking or under your tree.
GPT: Game Pass Tracker,I think a lot of people are getting this for Christmas. Better than socks. Not as good as an Xbox. Please share photos if you get the UD Arena book in your stocking or under your tree.
ID@Xbox,"Opening my Xbox Series X was such an exciting experience.

Opening my PS5? Not so much "
Jesse,"Opening my Xbox Series X was such an exciting experience.

Opening my PS5? Not so much "
