username,tweet_text_element
GOD CHEF MariusDuFormage - Ponies' Cooker,Sousou no Frieren PlayStation 2
Mono Games,Sousou no Frieren PlayStation 2
inlead,PlayStation 1 -play station 5.. owned them all bar the 3
Digitaliga,PlayStation 1 -play station 5.. owned them all bar the 3
Matthew Guest,He's a hero. Zack will always be my favorite Final Fantasy character.
KJpixel,He's a hero. Zack will always be my favorite Final Fantasy character.
PlayStation AU,"Yo we're live on #Twitch. 1st we're playing a #Spiderman Plug N Play from 2004. Yes seriously. Then after some #DeadbyDaylight. LETS GOOOO

#SupportSmallStreamers #Marvel #Retro #DBD #Playstation #PS4 http://twitch.tv/thrilladx"
Frogboyx1Gaming,"I usually tend to say I'm not really that big of an #FinalFantasyVII . But then again, this is also me...

#YazPlay #JRPG #DirgeofCerberus #CrisisCore #Playstation #PS5 #NintendoSwitch #Amiibo"
AshleyStrife,He's a hero. Zack will always be my favorite Final Fantasy character.
Baiisun,"Here’s another easy one for u 
I genuinely feel bad for people who couldn’t experience these games.  PlayStation never had  a game come close to matching halo
Anybody still Remember kill zone? ROFL"
d@n at Nerd Dump,PlayStation 2 ad (2003)
Fex,Sousou no Frieren PlayStation 2
TheGamingProphetNYC,PlayStation 1 -play station 5.. owned them all bar the 3
Dale North,"Here’s another easy one for u 
I genuinely feel bad for people who couldn’t experience these games.  PlayStation never had  a game come close to matching halo
Anybody still Remember kill zone? ROFL"
Pepe DYP Moon Mission,"March 2024 Big Game Releases On PlayStation 5:

Another Huge Month!

#PlayStation5 #PS5 #PlayStation #PlayHasNoLimits"
Game Rant,"Don’t forget to follow me

I post gaming news, info on upcoming games and keep you HYPED

Socials & Channel: http://RinoTheBouncer.com #PlayStation #Gaming"
Fighting Game Anniversaries,He's a hero. Zack will always be my favorite Final Fantasy character.
InsomniacTiger,He's a hero. Zack will always be my favorite Final Fantasy character.
