username,tweet_text_element
John Linneman @dark1x.bsky.social,"A dude told me yesterday with a straight face that Xbox is a bigger brand than PlayStation 

I had to go to sleep when I read that shit, I was done for the day"
Cap,"@PeterOvo5
 @44F0rc3
 @JohanzelV
 @Kmega4
 @astaranx
 @AstroCyborg
 @ClaytonMorris
 @Griggity
 @The_CrapGamer
 @voltest52122
 @andrewlukenbach 
@IslandGamingJ
 @Welfare_JBP
Early 2024 preview:

• #PlayStation budget cuts will continue with another first party studio shutdown 
• Bye BobbyK!"
Cap,"Always fun going to the game section of these stores. 

Nintendo just taking over. Making Xbox and PlayStation look like the little guy."
Big Mike,"As much as #PacificDrive is about the mystery of the Olympic Exclusion Zone - it's also a place for you to have your own unique adventures, and to tell your own stories.

Whatever mishaps may be included. 

#indiedev #pcgaming #PlayStation"
Hunter,All 20 PlayStation 5 games are in! ENTER!! #PlayStation #PS5 #Giveaway
Ironwood Studios | Pacific Drive is Available Now,"As much as #PacificDrive is about the mystery of the Olympic Exclusion Zone - it's also a place for you to have your own unique adventures, and to tell your own stories.

Whatever mishaps may be included. 

#indiedev #pcgaming #PlayStation"
Spider-Dunk,All 20 PlayStation 5 games are in! ENTER!! #PlayStation #PS5 #Giveaway
SenjutsuSage,"Yep, this used to be Sony's strength - the PlayStation was built on this idea and they absolutely nailed it. Starting with PS4, this shifted and now it's all but dead. PlayStation is in a much worse place now in terms of software than at any other time in its history."
NUT,"@PeterOvo5
 @44F0rc3
 @JohanzelV
 @Kmega4
 @astaranx
 @AstroCyborg
 @ClaytonMorris
 @Griggity
 @The_CrapGamer
 @voltest52122
 @andrewlukenbach 
@IslandGamingJ
 @Welfare_JBP
Early 2024 preview:

• #PlayStation budget cuts will continue with another first party studio shutdown 
• Bye BobbyK!"
Tony Flame,"A dude told me yesterday with a straight face that Xbox is a bigger brand than PlayStation 

I had to go to sleep when I read that shit, I was done for the day"
El Astro Jibarito,"A dude told me yesterday with a straight face that Xbox is a bigger brand than PlayStation 

I had to go to sleep when I read that shit, I was done for the day"
NotDestructor,All 20 PlayStation 5 games are in! ENTER!! #PlayStation #PS5 #Giveaway
PS Stalgia,All 20 PlayStation 5 games are in! ENTER!! #PlayStation #PS5 #Giveaway
