username,tweet_text_element
Pooja mehta,"#Borderman inspiring NCC cadets towards patriotism and CAPF service.#BSFinspiresNCC

#Article370Trailer #AIforMaharashtra #YamiGautam #Elections2024 #Pandora #Myanmar #RitaMaa #TejRan #Zomato #DelhiMetro"
Jyoti Singh,"#Borderman inspiring NCC cadets towards patriotism and CAPF service.#BSFinspiresNCC

#Article370Trailer #AIforMaharashtra #YamiGautam #Elections2024 #Pandora #Myanmar #RitaMaa #TejRan #Zomato #DelhiMetro"
Rohan Das,"Zomato founder seems to know this scam already. 

I am shocked to know about companies offering lip sync services to clear the interview."
Marketing Maverick,"Zomato posts ₹3,288 Cr revenue and ₹138 Cr profit in Q3 FY24."
CHIRAG TALWAR,"Zomato posts ₹3,288 Cr revenue and ₹138 Cr profit in Q3 FY24."
Minakshi Sharma,"Zomato founder seems to know this scam already. 

I am shocked to know about companies offering lip sync services to clear the interview."
Jyoti Singh,"Zomato posts ₹3,288 Cr revenue and ₹138 Cr profit in Q3 FY24."
GoldForest Investments,"Zomato posts ₹3,288 Cr revenue and ₹138 Cr profit in Q3 FY24."
CHIRAG TALWAR,"#Borderman inspiring NCC cadets towards patriotism and CAPF service.#BSFinspiresNCC

#Article370Trailer #AIforMaharashtra #YamiGautam #Elections2024 #Pandora #Myanmar #RitaMaa #TejRan #Zomato #DelhiMetro"
Pooja mehta,"Zomato posts ₹3,288 Cr revenue and ₹138 Cr profit in Q3 FY24."
Jane,"Zomato founder seems to know this scam already. 

I am shocked to know about companies offering lip sync services to clear the interview."
GoldForest Investments,"#Borderman inspiring NCC cadets towards patriotism and CAPF service.#BSFinspiresNCC

#Article370Trailer #AIforMaharashtra #YamiGautam #Elections2024 #Pandora #Myanmar #RitaMaa #TejRan #Zomato #DelhiMetro"
Shiva Rapolu,"Zomato founder seems to know this scam already. 

I am shocked to know about companies offering lip sync services to clear the interview."
