username,tweet_text_element
twillyallen,"Wen we get rich off $wLUNA, we should pool our money together, buy all the cheap post SEC/Chapter11 $LUNA, and create a validator on Phoenix called ChumpDAO. We'll fake our way to the top of voting power, take over the chain, and then shut it down  Dunzo!"
Shelly~,So the war on drugs is finally dunzo?
DerekMondelli,"@DunzoIt
 @dunzocare
Team - This is going to be my first time with Dunzo .. what should i do if i want to schedule a pickup at a time. 
Am trying to schedule a pickup of a package at a particular time for delivery within Chennai"
Andrew Wells,So the war on drugs is finally dunzo?
Roger Wilco,So the war on drugs is finally dunzo?
nikhil,So the war on drugs is finally dunzo?
Mike,Dunzo or Delhivery...
Rajkumar Chandrasekaran,So the war on drugs is finally dunzo?
Vijay,Dunzo or Delhivery...
Life is adorable,Dunzo or Delhivery...
DesiMarkets,So the war on drugs is finally dunzo?
Grace,"@DunzoIt
 @dunzocare
Team - This is going to be my first time with Dunzo .. what should i do if i want to schedule a pickup at a time. 
Am trying to schedule a pickup of a package at a particular time for delivery within Chennai"
Ooga booga,So the war on drugs is finally dunzo?
Jay Gutter AKA Retro Boomin,Dunzo or Delhivery...
DerekMondelli,So the war on drugs is finally dunzo?
Analytica Camillus,"@DunzoIt
 @dunzocare
Team - This is going to be my first time with Dunzo .. what should i do if i want to schedule a pickup at a time. 
Am trying to schedule a pickup of a package at a particular time for delivery within Chennai"
SkriptkeeperElect,Dunzo or Delhivery...
zkDomains,"Wen we get rich off $wLUNA, we should pool our money together, buy all the cheap post SEC/Chapter11 $LUNA, and create a validator on Phoenix called ChumpDAO. We'll fake our way to the top of voting power, take over the chain, and then shut it down  Dunzo!"
Premium,"Wen we get rich off $wLUNA, we should pool our money together, buy all the cheap post SEC/Chapter11 $LUNA, and create a validator on Phoenix called ChumpDAO. We'll fake our way to the top of voting power, take over the chain, and then shut it down  Dunzo!"
Shelly~,"@DunzoIt
 @dunzocare
Team - This is going to be my first time with Dunzo .. what should i do if i want to schedule a pickup at a time. 
Am trying to schedule a pickup of a package at a particular time for delivery within Chennai"
Nikhil Mehra,Dunzo or Delhivery...
nikhil,"@DunzoIt
 @dunzocare
Team - This is going to be my first time with Dunzo .. what should i do if i want to schedule a pickup at a time. 
Am trying to schedule a pickup of a package at a particular time for delivery within Chennai"
Grace,So the war on drugs is finally dunzo?
Rajkumar Chandrasekaran,"@DunzoIt
 @dunzocare
Team - This is going to be my first time with Dunzo .. what should i do if i want to schedule a pickup at a time. 
Am trying to schedule a pickup of a package at a particular time for delivery within Chennai"
fara flu,Dunzo or Delhivery...
Analytica Camillus,So the war on drugs is finally dunzo?
DesiMarkets,"@DunzoIt
 @dunzocare
Team - This is going to be my first time with Dunzo .. what should i do if i want to schedule a pickup at a time. 
Am trying to schedule a pickup of a package at a particular time for delivery within Chennai"
