username,tweet_text_element
Rohini Lakshané (@rohini@mastodon.social),"**6. Dunzo: The Quick Task Runner**

- Offers delivery services for food, groceries, and more.
- Known for its quick and versatile delivery options.
- Grows with its multi-purpose delivery model."
Frank White,"$10M? Lmaooo How about $100,000? Dunzo"
Night Owl,"**6. Dunzo: The Quick Task Runner**

- Offers delivery services for food, groceries, and more.
- Known for its quick and versatile delivery options.
- Grows with its multi-purpose delivery model."
Ganesh mandale,"**6. Dunzo: The Quick Task Runner**

- Offers delivery services for food, groceries, and more.
- Known for its quick and versatile delivery options.
- Grows with its multi-purpose delivery model."
TrustedKit,"**6. Dunzo: The Quick Task Runner**

- Offers delivery services for food, groceries, and more.
- Known for its quick and versatile delivery options.
- Grows with its multi-purpose delivery model."
Amba,"**6. Dunzo: The Quick Task Runner**

- Offers delivery services for food, groceries, and more.
- Known for its quick and versatile delivery options.
- Grows with its multi-purpose delivery model."
Banks do fraud,"$10M? Lmaooo How about $100,000? Dunzo"
Iconicspeaker,"WEHO IHOP DUNZO 

https://wehotimes.com/breaking-west-hollywood-ihop-is-permanently-closed/…"
CIRCUS Coin,"WEHO IHOP DUNZO 

https://wehotimes.com/breaking-west-hollywood-ihop-is-permanently-closed/…"
Varun Krishnan,"**6. Dunzo: The Quick Task Runner**

- Offers delivery services for food, groceries, and more.
- Known for its quick and versatile delivery options.
- Grows with its multi-purpose delivery model."
rishab,"$10M? Lmaooo How about $100,000? Dunzo"
Hear in LA,"WEHO IHOP DUNZO 

https://wehotimes.com/breaking-west-hollywood-ihop-is-permanently-closed/…"
LASurfer310 (black check mark),"$10M? Lmaooo How about $100,000? Dunzo"
♘,"$10M? Lmaooo How about $100,000? Dunzo"
Blake Bowman ( ),"**6. Dunzo: The Quick Task Runner**

- Offers delivery services for food, groceries, and more.
- Known for its quick and versatile delivery options.
- Grows with its multi-purpose delivery model."
"Mike Gribanov - NBA Draft, Youth BBall analysis","$10M? Lmaooo How about $100,000? Dunzo"
RAVICHANDRAN.S,"**6. Dunzo: The Quick Task Runner**

- Offers delivery services for food, groceries, and more.
- Known for its quick and versatile delivery options.
- Grows with its multi-purpose delivery model."
Burgundy ⁴⁷,"$10M? Lmaooo How about $100,000? Dunzo"
