username,tweet_text_element
observability-360,Fascinating article on how Zomato use ClickHouse to manage up to 150 million logs per minute (over 50TB per day)
Aakash,"Most Oversubscribed Indian Startups IPO
1) MapMyIndia : 154.71X
2) Nykaa : 81.78X
3) Zomato : 38.25X
4) PolicyBazaar : 6.48X
5) Paytm : 1.89X
6) Yatra : 1.61X
7) CarTrade : 0.58X 
8) Delhivery : 0.39X"
Anurag Tripathi,"Officer in Airforce Our champ shubham made it to air force academy
He used to deliever orders for zomato now he will deliever missiles for the country"
Mohd Lateef Babla,"Most Oversubscribed Indian Startups IPO
1) MapMyIndia : 154.71X
2) Nykaa : 81.78X
3) Zomato : 38.25X
4) PolicyBazaar : 6.48X
5) Paytm : 1.89X
6) Yatra : 1.61X
7) CarTrade : 0.58X 
8) Delhivery : 0.39X"
A.,"What Type Of Service Is This 
@Swiggy
 ?? Pehle App Order Accept Karte ho, Then Customer ko 15-20m intezar karate ho fir Khud se Cancel kar dete ho. Abhi Raat k 10 baje mujhe Kaha hai Khana milega. 
@zomato
   never Do Such Thongs."
yog,"What Type Of Service Is This 
@Swiggy
 ?? Pehle App Order Accept Karte ho, Then Customer ko 15-20m intezar karate ho fir Khud se Cancel kar dete ho. Abhi Raat k 10 baje mujhe Kaha hai Khana milega. 
@zomato
   never Do Such Thongs."
ATUL GAIROLA,"Market cap of Zomato:-
1 .1 lakh crores
Profit for the last quarter:-
36cr

Market cap of IDFC First bank:-
63,000cr
Profit for the last year:-
2900cr"
A.,"Most Oversubscribed Indian Startups IPO
1) MapMyIndia : 154.71X
2) Nykaa : 81.78X
3) Zomato : 38.25X
4) PolicyBazaar : 6.48X
5) Paytm : 1.89X
6) Yatra : 1.61X
7) CarTrade : 0.58X 
8) Delhivery : 0.39X"
yog,"Most Oversubscribed Indian Startups IPO
1) MapMyIndia : 154.71X
2) Nykaa : 81.78X
3) Zomato : 38.25X
4) PolicyBazaar : 6.48X
5) Paytm : 1.89X
6) Yatra : 1.61X
7) CarTrade : 0.58X 
8) Delhivery : 0.39X"
Gr1shhhhhhh,"Officer in Airforce Our champ shubham made it to air force academy
He used to deliever orders for zomato now he will deliever missiles for the country"
Gaurav Bhardwaj,"#Market #Update

Follow 
@stockinvesta
 & get updates on https://t.me/stockinvesta

#StockMarket #banknifty #StocksToBuy #sharemarket #Reliance #Paytm #BREAKOUTSTOCKS #StockToWatch #DowJones #AdaniPorts #AdaniEnt #Zomato #YesBank #TataPower #RBLBank #IRCTC #ZEE #Railtel #IRFC #RVNL"
Deepak Kumar,"What Type Of Service Is This 
@Swiggy
 ?? Pehle App Order Accept Karte ho, Then Customer ko 15-20m intezar karate ho fir Khud se Cancel kar dete ho. Abhi Raat k 10 baje mujhe Kaha hai Khana milega. 
@zomato
   never Do Such Thongs."
Pankaj Agarwal,"What Type Of Service Is This 
@Swiggy
 ?? Pehle App Order Accept Karte ho, Then Customer ko 15-20m intezar karate ho fir Khud se Cancel kar dete ho. Abhi Raat k 10 baje mujhe Kaha hai Khana milega. 
@zomato
   never Do Such Thongs."
Nakshatra Sain,"Most Oversubscribed Indian Startups IPO
1) MapMyIndia : 154.71X
2) Nykaa : 81.78X
3) Zomato : 38.25X
4) PolicyBazaar : 6.48X
5) Paytm : 1.89X
6) Yatra : 1.61X
7) CarTrade : 0.58X 
8) Delhivery : 0.39X"
Trendlyne,"Most Oversubscribed Indian Startups IPO
1) MapMyIndia : 154.71X
2) Nykaa : 81.78X
3) Zomato : 38.25X
4) PolicyBazaar : 6.48X
5) Paytm : 1.89X
6) Yatra : 1.61X
7) CarTrade : 0.58X 
8) Delhivery : 0.39X"
nivi,Fascinating article on how Zomato use ClickHouse to manage up to 150 million logs per minute (over 50TB per day)
lilac | ia don't unfollow,"Market cap of Zomato:-
1 .1 lakh crores
Profit for the last quarter:-
36cr

Market cap of IDFC First bank:-
63,000cr
Profit for the last year:-
2900cr"
SK FOODS,Fascinating article on how Zomato use ClickHouse to manage up to 150 million logs per minute (over 50TB per day)
Pankaj Agarwal,"Most Oversubscribed Indian Startups IPO
1) MapMyIndia : 154.71X
2) Nykaa : 81.78X
3) Zomato : 38.25X
4) PolicyBazaar : 6.48X
5) Paytm : 1.89X
6) Yatra : 1.61X
7) CarTrade : 0.58X 
8) Delhivery : 0.39X"
